pet_mbti,trainer_mbti,mbti_score,activity_match,experience,total_score
ISTP,ENFP,0.5470793820576292,10,5,95.0
INFJ,ESTJ,0.5639535651441371,5,1,71.10060751940054
ENTP,INFP,0.5942730292068407,0,7,86.59606476667234
ISFJ,ESTP,0.8451876296457259,5,9,95.0
ISFJ,ISTP,0.7081054962274682,10,3,95.0
ENTJ,ESFP,0.6503858372935849,5,1,89.20910675293364
ENFJ,ESTJ,0.5975849784823379,5,8,95.0
ENTJ,ESTJ,0.7517158558856674,-5,1,86.6794401763562
ISTP,ENFJ,0.6678493931718975,5,10,95.0
INFJ,ISTJ,0.8759633449102338,10,8,95.0
ISFJ,ESFJ,0.5109960891012023,10,7,95.0
INFJ,ESTJ,0.5039961716241013,5,2,70.13404101827024
ENTJ,ESTP,0.7844833010478999,-5,4,95.0
ISFJ,ESFJ,0.5014204795344368,5,7,95.0
INTP,INFJ,0.750891746739494,5,9,95.0
ENTJ,ISTP,0.7490222320658626,0,9,95.0
ESFP,ESFP,0.8334546339290514,5,4,95.0
INTP,INTJ,0.653893213445907,-5,4,78.77343378732141
ENFJ,ESTP,0.7878230867218062,0,6,95.0
ENFJ,ISTP,0.5460442088606322,10,4,91.56085909444573
ISFJ,INTJ,0.780895130187151,-5,9,95.0
INTJ,ENFP,0.7858607655510155,-5,3,86.77829516239852
ESFJ,ESFP,0.7635856106548001,5,3,95.0
INFJ,ISTP,0.7185597109217825,5,3,95.0
INFJ,ISFP,0.8050378267005123,10,3,95.0
INFJ,INFJ,0.7572854547765002,10,10,95.0
ENTP,INTJ,0.7202100819668777,-5,1,78.58460509507182
INTJ,ENFJ,0.6054010949718057,0,5,92.0941938268306
ISFJ,ENFP,0.504406777878136,0,6,74.2945635002545
ENFP,ENTJ,0.6714256376522281,10,1,95.0
ESFJ,INFP,0.761999081508117,0,3,83.13865622967457
INTP,ISTP,0.8476862654590005,-5,10,95.0
ESFJ,ISTP,0.5766658576919206,-5,7,85.33864127934643
INTJ,ISTP,0.8669095204160506,5,1,95.0
ESFJ,INFP,0.7275522466626301,0,3,95.0
ISFJ,ISTJ,0.5897558452100019,5,1,85.11879727618329
INFJ,ESTP,0.5018039489563273,-5,8,80.78801826016212
ENTJ,INFP,0.6338894958131003,5,8,95.0
ISFJ,INFP,0.6660677313196396,-5,3,72.1123126327783
ISTP,INTJ,0.8998950585922834,10,4,95.0
ISTJ,INTJ,0.5489697250212325,10,8,95.0
ESTJ,INFP,0.7229620943799138,0,10,95.0
ENTP,ISTJ,0.6010183236126843,5,8,95.0
INFP,INTJ,0.5926703821844954,5,1,75.28452188135934
ENTP,ESFP,0.5668372539265116,0,8,84.705357280882
ESFJ,INFP,0.7801241924027492,0,4,94.35710934763105
ENFP,ENTJ,0.6905446478990644,10,9,95.0
INFJ,ESTJ,0.7402554228800189,-5,2,73.62927845579792
ENTP,ENFJ,0.8469090403362287,0,6,95.0
ENFP,INFP,0.6209798671000709,10,8,95.0
ESFJ,ENTJ,0.6182642744687241,10,3,93.30870463442668
INFP,ISTP,0.7599414764822925,0,4,89.48815235374184
ESTP,INTP,0.6537878803201,10,6,95.0
ESTJ,ESTP,0.7896063882807618,0,8,95.0
ISFP,INTP,0.5624826384381357,5,9,95.0
INTP,ISTJ,0.8252297122441166,5,2,95.0
ENFJ,ESTJ,0.7050114384864687,-5,2,76.65044215993098
ISFJ,ISFP,0.5897647738493659,0,1,69.09208347468505
ESTJ,INFJ,0.6106636042646663,0,3,90.40859862980332
ESFJ,ENTP,0.6542544386486872,0,2,75.30580005237137
ISFP,ISTJ,0.8473372153829665,10,7,95.0
INTP,INTJ,0.6123434653696666,0,10,95.0
ENTJ,ESFJ,0.6939328036965193,-5,3,85.2934760063024
ISTP,INTP,0.8056470298689543,5,4,95.0
ISFJ,INTP,0.5023434505773748,0,6,75.10956518043159
ISTP,ISTJ,0.8718517339306859,5,8,95.0
INTP,INTJ,0.5993622137128208,0,3,73.37306867185825
ESFP,INFP,0.7409930435083397,10,9,95.0
INTJ,INTJ,0.871035490305845,10,4,95.0
ENTJ,ESFP,0.8106336318403927,0,6,95.0
ESTJ,ESTJ,0.5707016286867073,-5,10,94.26014985357493
ESTP,INTJ,0.6725134261171877,10,4,95.0
INTP,INTP,0.6188602214656721,0,7,93.93729299221832
ISFP,INFJ,0.8058799115483666,0,6,95.0
ISTP,INTP,0.7628544483254146,0,10,95.0
ISFP,INTP,0.5571022401148615,5,3,84.87531416917426
ESTP,ENFJ,0.8655082309694988,10,10,95.0
INTP,INTJ,0.5920938734024488,-5,3,62.80178597983057
ESTP,ENTJ,0.5687185564109698,0,5,83.22895941846762
ENTJ,ESFP,0.6969936240074152,-5,4,76.14154630057448
ENFP,ESTP,0.7553819053794308,5,6,95.0
INTJ,ESFP,0.5768138938681984,10,3,95.0
INTJ,ESFJ,0.7897950435700709,-5,2,85.28674739699694
ENTJ,ISFP,0.7495559668738604,-5,7,91.5728418065934
ISTJ,ISTJ,0.8313128211583153,5,9,95.0
ESTJ,INTP,0.649806977222572,10,8,95.0
ESTJ,ENFP,0.5242993839795491,0,7,71.78828873849324
ESFJ,ENTP,0.6084935253306194,5,10,95.0
ENTJ,ENFJ,0.7950501551900797,0,4,95.0
ENFJ,ENTJ,0.8259537953765825,0,9,95.0
ENFJ,ISTJ,0.8458118422637809,0,5,95.0
INFJ,INTP,0.5188213320589773,10,5,95.0
INTP,INTP,0.6646963453898397,0,2,67.9619601756313
ENTP,ESTP,0.6982719591564712,5,6,95.0
ENFJ,ISFJ,0.7532307258411113,5,5,95.0
INFP,ESTP,0.5015606276787404,0,6,81.47269882069575
ISFJ,INTP,0.8134910776386648,-5,5,95.0
ESFP,INFJ,0.614360765076393,-5,4,77.07922494618072
INTJ,ISFP,0.5753722350509939,10,10,95.0
ENFJ,ESFJ,0.5724571932091133,0,9,95.0
ENTJ,ENFP,0.6837212221011333,10,3,95.0
ESTJ,ENFP,0.7185486377536555,5,8,95.0
ENTJ,ESFP,0.6636087868905168,0,1,78.96053090141784
ENTP,ISTJ,0.7163311755074929,5,6,95.0
ISTP,ENTP,0.7357458500455796,-5,8,95.0
ESFP,ESFP,0.8567799522581152,-5,9,95.0
INFJ,ENTJ,0.757328136905566,10,9,95.0
ESFP,ENFP,0.7336666939637887,5,4,95.0
ISFP,ESTJ,0.8866184388352304,-5,10,95.0
ENTP,ESFP,0.7384148743791905,5,1,78.11039811346137
ISTJ,ESTP,0.5278572870675357,-5,8,69.85281996459702
INFJ,INTJ,0.5055691876492424,5,8,95.0
ENFJ,INTP,0.832434013344721,0,6,95.0
INTJ,ISTP,0.6802524195945403,0,4,82.22382242604928
ISFJ,ENFJ,0.6076359949408846,5,1,74.42578157856236
ENFJ,INFJ,0.6636907819759188,10,4,95.0
ISTJ,ISTP,0.7833557899239195,-5,3,91.82547359038847
ENFP,ENTJ,0.5126476055546341,10,9,95.0
ESFP,ENFJ,0.5003341513476156,5,7,92.10900193732661
ESTJ,INFJ,0.7587335416849252,5,6,95.0
ISFP,ESTJ,0.7086911692487211,0,7,95.0
ISTP,ISTP,0.8232567173671617,5,2,95.0
INFJ,ESTJ,0.5096207639427283,5,9,90.5676996928951
ENTJ,INTJ,0.5658968495329726,0,10,95.0
ISFP,ENFJ,0.5192985010589686,10,5,95.0
ESFJ,INTJ,0.5823590725955397,5,10,95.0
ISFP,INFJ,0.811970095831415,5,10,95.0
ESFP,ISTJ,0.8761738378072124,10,7,95.0
ESTP,ISFJ,0.5291509386004579,10,10,95.0
ENFJ,ESFJ,0.5129727751556219,-5,10,86.45888726792637
ENFJ,ENTP,0.7879339281116879,10,1,95.0
ENTP,ESTP,0.6840923700900152,-5,1,63.03426608380548
ISFP,ISTJ,0.500382909559413,5,10,95.0
INFP,INTJ,0.5471221978786158,5,8,95.0
ISTJ,ISTJ,0.6376911220939038,10,2,95.0
INFJ,INFJ,0.6249337274644313,10,9,95.0
ESFP,INFP,0.6129957775859638,0,4,79.7922843461948
INTP,INFP,0.8339318032903407,10,9,95.0
INTJ,ENTJ,0.5163409926331936,10,9,95.0
ISFP,ENTP,0.7025008480610858,0,10,95.0
ISTP,INFJ,0.6655310498327119,5,8,95.0
ENFP,ENTJ,0.7575490376676204,10,3,95.0
INTP,ISFP,0.5512307136516851,5,7,95.0
ENTP,INFJ,0.6442021587534602,10,5,95.0
ESFJ,ISTP,0.6014983803208358,-5,4,75.88315488342539
ESFP,INTP,0.5815208406740746,5,2,87.34440853052334
ESTJ,ISFP,0.8482272409201179,-5,5,88.90377682279045
ENTJ,ENFJ,0.5318696996557208,-5,8,75.4307713978274
ESFP,ISFJ,0.7887248774178688,-5,3,94.297322215888
ISTP,ISTP,0.621991728981525,0,1,80.1984711432853
ISFP,ESFP,0.707078722584408,5,8,95.0
ENFP,ISFP,0.8402647291007432,5,1,95.0
ENTP,ISTP,0.697547826590767,10,9,95.0
ISTP,ESFJ,0.6274928183942119,5,5,95.0
ESTJ,ISFP,0.84324328567134,10,10,95.0
ENFP,INTP,0.8058075736397482,0,1,95.0
ESTP,ENTJ,0.7389980076160276,0,9,95.0
ESTJ,ISTP,0.8483486003417084,5,2,95.0
ISTP,ESTP,0.7794261496611057,0,3,95.0
ESFP,INTP,0.5761111749703269,5,1,83.16170737622637
ISFP,ISTP,0.5911661821956937,10,5,95.0
ENTJ,ESTJ,0.8446449048961953,-5,6,95.0
ESFJ,INFJ,0.8586689249853865,10,3,95.0
ISFJ,INTJ,0.8929086813414813,10,3,95.0
ESFP,ISTP,0.5418813848999994,10,5,95.0
ISTJ,INTP,0.7160088613954706,-5,9,95.0
ESFJ,ESTJ,0.7286058399020386,-5,7,95.0
ISTP,ESTJ,0.5548822042494962,0,7,76.49047551380573
ENFJ,INFJ,0.6688421526634438,0,10,95.0
ENTJ,ISFJ,0.5942756073582973,0,3,65.36431954957197
ESFP,ESFJ,0.668987746574555,0,9,95.0
ENTP,ISTJ,0.5825923317042747,5,9,95.0
ESTP,ESTP,0.6135357056537902,5,3,84.8673942838966
INFP,ENFJ,0.7453609090104603,10,2,95.0
INTP,ENTP,0.8397698179962199,10,7,95.0
ENFJ,ISFP,0.8363672017939126,10,3,95.0
ISFJ,INTP,0.509329848124491,-5,3,51.17355535204282
ENTJ,ESFJ,0.8672559947564855,10,6,95.0
ENFP,ESFP,0.5813294597459514,5,10,95.0
ENTJ,ESTJ,0.8175021859295885,-5,7,95.0
ESFP,ISFP,0.7347963533393467,-5,3,90.66680701084069
ESFJ,INFJ,0.5031141886577862,-5,9,71.69886929451468
ESTJ,ENTP,0.8415662612406549,5,8,95.0
ISTJ,ENFJ,0.8382504392045977,5,4,95.0
ESFJ,INFP,0.602501001370177,5,8,95.0
ESFP,ENFP,0.6624362857013376,10,8,95.0
ESFJ,ISFP,0.7026616986296663,5,4,95.0
ISTJ,INTP,0.7792045546105508,10,5,95.0
ENTP,ENFP,0.5101719620423192,10,10,95.0
ISTJ,INFJ,0.7438772185385251,-5,10,95.0
ENTJ,ENFJ,0.5213924050179355,10,4,95.0
ISFJ,INFJ,0.632554478739496,0,8,95.0
INFJ,INTP,0.852953464703984,10,9,95.0
ENFP,INFJ,0.7002118369969088,0,10,95.0
INFP,ESTJ,0.626196526220388,-5,4,69.29149163202423
ISFJ,INFP,0.5185791382353377,0,10,95.0
ENFP,ENFP,0.7824762597781676,10,9,95.0
INFP,ISTP,0.5812060858369399,5,3,85.45510432637829
ESFP,ESTP,0.6039493013819184,-5,9,86.94492887840836
ESTP,ESFJ,0.7326751166710614,0,5,95.0
ESTJ,ISTP,0.67306369291405,-5,10,92.49545189227695
INFP,ENFP,0.5080832564508091,-5,4,59.16023775892297
ENFJ,INTJ,0.5430048321385412,0,10,95.0
ISFJ,ISFJ,0.6967276906716549,-5,9,95.0
INFJ,ESFP,0.8384163836562208,-5,6,95.0
ESFP,INTP,0.8469659177833082,10,6,95.0
ISTJ,ISTJ,0.8471970174391512,5,9,95.0
ESFP,ISTJ,0.7640735854017867,5,9,95.0
ENFP,ISTP,0.8408687363390255,10,4,95.0
ENTJ,ISFJ,0.5592245415778994,10,5,92.74578417406673
ENTP,INTJ,0.6697387698231723,5,9,95.0
ESFP,ESTP,0.8996299774354213,5,4,95.0
ENFP,ISTP,0.7120789235892302,-5,10,95.0
ESTJ,INFJ,0.7833160179120233,10,8,95.0
ESTJ,ISTP,0.6803753877463657,0,2,82.76008391033504
ISTP,ISTP,0.7210227006757661,0,6,95.0
ISFJ,ESFJ,0.5479631880243445,-5,4,66.52288075822526
INTJ,ESTP,0.8914183162620628,-5,3,95.0
ISFP,ISFP,0.5943024263437031,10,5,95.0
INFP,ENTJ,0.6122333867103726,5,3,91.10957600938347
ISFP,ESTP,0.5670733988510068,-5,8,89.84034926424371
ISFJ,INFP,0.8241633717217689,5,3,95.0
ESTP,ISTJ,0.8556432217950303,5,3,95.0
ISTJ,ENFP,0.5548374950346265,-5,3,66.31603969876576
ENTP,ISFJ,0.8463351184224959,-5,7,95.0
ENFJ,ENFP,0.8596482528991183,0,10,95.0
ENTP,ESFP,0.7977484786715539,0,3,95.0
ESFP,ENTP,0.8149832275091031,10,3,95.0
ISTP,ISFJ,0.5823129586458725,-5,4,73.61210466438293
ESTJ,ISFP,0.6527059944390214,5,8,95.0
ESFJ,ENTP,0.5535220060073758,0,3,62.71716031765389
INFP,ISFP,0.7797656656077723,10,8,95.0
ESFP,INFP,0.8785854008107684,5,5,95.0
ESTJ,ENTP,0.7284918546078268,0,7,95.0
ESTP,ENTJ,0.8587777503481989,-5,3,94.68088701599281
INTJ,INTP,0.6721697550779124,10,2,95.0
ISTP,ESFP,0.5252525967185984,-5,8,83.13493967176998
ESFJ,ISFP,0.6702360193922459,0,9,95.0
INTJ,ISFJ,0.7688666685619512,5,4,95.0
INTP,ISFJ,0.8635697178179689,5,9,95.0
ENFJ,INTP,0.8384473466414301,0,7,95.0
ENFP,INFJ,0.7515533829899048,5,8,95.0
ESTJ,INTJ,0.8416121394418219,0,1,81.36606367404045
ENTP,ESTP,0.8568725361825013,10,9,95.0
ESFJ,INTJ,0.5757706794590887,10,7,95.0
ENTJ,ENFP,0.5145990197010619,0,3,70.66302584316931
INFP,ESFP,0.873137726956714,5,7,95.0
ENTJ,ISTP,0.5495157037206982,10,5,95.0
ESFP,ENTP,0.8608025528023853,10,1,95.0
INFP,ENTP,0.5189779778585744,5,6,95.0
INTJ,ESTP,0.5073812668399638,5,4,72.94764597556319
ISTP,ISFJ,0.8571068547663954,0,8,95.0
INTP,ESTJ,0.650558165620361,5,9,95.0
ENFJ,ISTJ,0.5728337897339384,0,6,88.33613732249036
ESTJ,ISTJ,0.7245166203626481,5,10,95.0
ESTP,ESFP,0.5584830854688713,-5,4,62.04248963467134
ISFJ,ENTP,0.8681081429741833,0,5,95.0
INTJ,ESTP,0.5344940099900272,10,9,95.0
INTJ,ISFJ,0.5063224534218721,0,3,60.54674453454444
ESFJ,INFJ,0.8313913747613603,10,8,95.0
ENFJ,ESTP,0.8790296280959894,0,4,95.0
ENTP,INFP,0.7395544535176355,0,10,95.0
INTP,ENFJ,0.7375432050220134,5,1,89.79056991130697
ENTJ,INFP,0.888318498165779,0,7,95.0
INFP,ENTJ,0.8766528481301756,0,9,95.0
ESFJ,ESTJ,0.7150171380326293,0,9,95.0
INFJ,ISTJ,0.6632687074713977,10,8,95.0
ENTJ,ENFJ,0.5899875412265754,5,6,88.85555482540346
INFJ,ESFJ,0.8493024509009194,5,7,95.0
INFJ,ISFJ,0.6046626744365641,5,2,83.30023429563452
INFP,INTP,0.6571139895245056,-5,3,66.06100469136412
ENTP,INFP,0.85675343146173,5,7,95.0
INTP,ENFP,0.735561492657248,5,7,95.0
ESTJ,INTJ,0.7361760518040061,0,7,95.0
ENFP,ISTP,0.5676588727701791,5,4,83.37175320728807
ENFJ,ENFP,0.8773122815659564,0,7,95.0
INFJ,ISTJ,0.5773677737155885,-5,1,52.99010312899624
INTJ,ENFP,0.8819285831136816,-5,5,95.0
ISTP,INTJ,0.6445851218001545,10,5,95.0
ESTJ,ISTP,0.5091539194003453,5,3,71.32244185338678
ESTP,ISTJ,0.7165918736059813,5,6,95.0
ISFP,ESTP,0.5013938030793152,5,6,91.44281472675806
ENFJ,ISTJ,0.6219543559382441,10,3,95.0
ENTJ,ESTP,0.8496912644026982,5,6,95.0
ENFJ,INFJ,0.6273483142333022,10,8,95.0
INFP,INTP,0.5867577916185918,5,6,95.0
ENTJ,ESTP,0.667962305058666,0,4,82.25918750422863
ESFJ,ESFJ,0.7462644953158458,5,1,92.34843837668613
ENTP,ENFP,0.5359768886173422,10,2,73.41441961964468
INFP,ISTP,0.5162614731731391,-5,10,83.1013291323998
ENTJ,INFJ,0.5452678773533558,5,4,87.70070612401958
ENTP,ENTP,0.8094200218350078,0,1,95.0
INTJ,INTJ,0.5938070633300481,5,1,69.57781664659275
INFJ,INFP,0.6253106251708059,5,1,81.65749828923238
ISTJ,INTJ,0.8775759257147688,10,10,95.0
ISTJ,ISFJ,0.6925061894699964,0,10,95.0
ENFP,ISFJ,0.7753167566599645,0,9,95.0
INFJ,ESFP,0.7818290717895652,5,7,95.0
ISFJ,ESTJ,0.667088894839376,-5,7,81.50117679393276
ENTJ,ESTP,0.6319394187355724,10,6,95.0
ESTJ,ENFJ,0.6648779500797628,10,6,95.0
ISTJ,ESFP,0.562829700367122,-5,3,58.90000512216667
ESFJ,ISFP,0.5054204163891425,0,7,87.92328195254456
ESTP,ENFJ,0.632190212622153,10,5,95.0
INTP,ESFJ,0.5143338475538307,-5,10,88.992638543722
ISTJ,INTP,0.8682162992671101,10,3,95.0
ENFP,INTP,0.848228768021305,5,7,95.0
ENTP,ISFJ,0.8002571144109851,5,1,95.0
ESTP,ENFJ,0.6104157429368183,5,10,95.0
ISFJ,ESFP,0.5185196228668567,0,1,61.962889101911564
ESFP,ENTP,0.640705938775985,0,7,95.0
ISTP,INFJ,0.6654648913904359,0,3,92.04166156952193
ENTP,ISTP,0.7062677078256383,-5,3,76.19517141387863
ISTJ,ISFP,0.5921604986082388,-5,8,85.87697706125215
ENFJ,ENFP,0.6927278672094768,-5,1,74.37896308540711
ISTJ,ENTJ,0.5602080493641954,5,5,86.93272765010808
ESFJ,ENFP,0.8312225524286223,-5,3,95.0
ESTJ,INFJ,0.6163763636258338,5,6,95.0
ESFP,ISTJ,0.7021717098842658,-5,4,80.62406218742116
ENFJ,ISTJ,0.8420637432966691,5,8,95.0
ENFP,INFP,0.5543495376134302,-5,10,95.0
ENFJ,ISTP,0.5012760601942996,5,1,59.98587138629687
INFJ,ISFJ,0.8325527419595664,10,8,95.0
INFP,ENFP,0.8955049932185697,10,1,95.0
INTP,INFJ,0.634380115762631,-5,1,62.17756215668988
ENFP,INFJ,0.7803139040979927,-5,5,95.0
ENFP,ENFJ,0.5088048037467435,0,9,84.54728931454017
ESTP,ENTP,0.6144433014041035,5,9,95.0
ENTP,ENTJ,0.583703123219174,0,7,90.45359493398452
INTP,ISTP,0.8978212851409999,-5,7,95.0
ENTJ,ISFP,0.785778703186804,5,5,95.0
ENTP,ESTJ,0.509697511589817,5,1,59.87301730433525
INTJ,ESFP,0.5098947477132961,5,2,69.36832127085526
ENFJ,INFJ,0.5769972516081081,5,8,95.0
ISTJ,ISFJ,0.6060817218946057,-5,1,57.30105063447696
ENFP,ENFP,0.7976271684495413,-5,1,79.87028500733749
ESFP,ESTP,0.7237506556885869,10,9,95.0
ISTP,ESTP,0.551290135558895,0,5,75.64322786882995
ENFP,ESTP,0.5944675581519574,-5,3,68.32574932578194
ESTJ,ESFJ,0.5567581878454584,-5,8,86.38939291921233
ESTP,ISTP,0.5498520442041156,5,1,73.55196396990422
INFP,ESTJ,0.7674305306548412,5,7,95.0
ESTJ,ENFP,0.8644637615216195,10,2,95.0
ESTJ,ESTJ,0.7300711854852444,-5,2,80.97694920644687
INTJ,ENTJ,0.758535469583016,0,10,95.0
ENTJ,ISFJ,0.750370971922796,-5,8,95.0
ISTJ,ENFJ,0.6786347345374422,5,2,93.78045951821125
ESFP,ENTP,0.8234355028285211,10,3,95.0
ESFJ,ENFP,0.8302010148081707,0,7,95.0
ISFJ,INTJ,0.6297649639872757,-5,3,72.994886025706
ISFP,ISFP,0.8860738382108275,0,2,94.28703963723669
ESFP,ESTJ,0.8933843548870182,5,1,95.0
INFP,ENTP,0.55053260479723,0,7,89.70642830245833
INTP,ESFP,0.608219970867748,0,3,77.64359258727731
ESTP,ESFP,0.5312460889532081,5,1,62.96547410820894
ISTJ,ISTJ,0.8689219350891897,10,7,95.0
ESTJ,ESTP,0.6431518101879709,-5,10,95.0
ENTJ,ENFJ,0.8609591852359113,5,7,95.0
ISFJ,ESFP,0.6741209828413888,0,6,95.0
ENTJ,ENTJ,0.7655115638817342,10,2,95.0
ISFJ,ENTJ,0.5386260197575312,5,4,91.13168807654026
INFJ,ISTJ,0.536101448690479,-5,2,63.4465292355351
ISTP,ENFP,0.8122498690001605,10,9,95.0
ESFP,ISTJ,0.5218622778644709,-5,9,79.92451960924943
ISTJ,ESFJ,0.5653967390131653,10,6,95.0
ENTP,ENFP,0.624090652694242,10,7,95.0
ISFP,ISFP,0.7960693592556105,5,5,95.0
INTP,ESTP,0.8058371395929529,10,9,95.0
INFJ,ISFJ,0.6871816485375631,0,8,95.0
ENTJ,ESFJ,0.8420200870549958,10,4,95.0
INFP,ENFJ,0.5619014773320292,5,8,95.0
ESFJ,INTP,0.7359865980615861,0,2,93.85298247391535
INFJ,ISTP,0.7014869614552032,10,7,95.0
INFJ,ESTJ,0.6959415227080593,-5,1,65.63329429887415
ESTJ,ENFJ,0.7254441759751236,0,2,89.64653282540483
ESTJ,ENFP,0.5154112992815237,0,7,85.53471979894914
ENTJ,ESTP,0.6502629662498841,10,1,93.38506445205248
ENFP,ISTJ,0.5020142011516807,10,2,85.70107899102828
ISFJ,ESTP,0.5702380099018209,-5,6,81.50046304083862
ENTP,INTJ,0.7579617739401874,10,6,95.0
ISTJ,ISFJ,0.787067646172626,10,8,95.0
ESTJ,ENFP,0.507063384732847,-5,6,67.72828857316192
INTJ,ISFJ,0.6750314594451692,10,7,95.0
ENTP,ISTJ,0.7238151719961198,0,5,87.58233229123995
ESTP,ESFJ,0.5083211954709912,-5,2,58.03522879131691
INFJ,INFJ,0.6753023094392157,10,9,95.0
ISTP,ENFJ,0.5372067240798222,-5,8,80.4078862317383
INFP,ESTJ,0.551158531905047,0,3,71.69923478435291
ESFJ,ENFJ,0.5059912788052475,-5,7,76.04401265892432
ESFJ,ISTP,0.5433021010981114,5,7,91.20077450288277
ISTP,ESFJ,0.714594842589712,0,9,95.0
ESFJ,ISFP,0.7464407028901435,5,6,95.0
ISTP,ESFJ,0.7028967283965865,0,1,84.47870381120875
ENTJ,INTP,0.6418319072766185,-5,5,76.11212016011908
ESFP,ESFJ,0.6504620215007215,10,2,95.0
ISFJ,ESFJ,0.5643866557150694,0,5,86.89594122111309
ESFJ,ISTP,0.6948753066564487,0,8,95.0
ISFP,ESFP,0.5925404810593773,0,8,95.0
ISTP,INTP,0.7724353290886288,-5,3,78.23352936549723
ENFJ,ISFJ,0.70115572658918,-5,6,95.0
ESTP,ESTJ,0.7853985923329514,10,8,95.0
ENFP,ISTP,0.7417606032546888,5,7,95.0
INTJ,ESFJ,0.6225326678501346,10,3,95.0
ESFJ,ENTP,0.7192855528481463,10,2,95.0
ENTJ,INFP,0.7953708033259022,10,3,95.0
ENFJ,ISFP,0.8549828994669273,5,4,95.0
ENTJ,ENTP,0.5993447844771617,5,8,95.0
ISFP,INFP,0.7009138825377136,10,8,95.0
INFP,ESFP,0.6084612265361018,0,9,95.0
ENFP,ENFP,0.5167093263631668,0,4,73.98304780710616
ESFP,ESTJ,0.6035900691362712,-5,10,95.0
ESFJ,ESTP,0.8480346221005799,0,10,95.0
ENFJ,ISTP,0.5430654960014674,-5,6,83.05010754645531
INTP,ISTP,0.5574787824269616,10,1,89.06877069781174
INTP,ISTJ,0.5538786697143201,-5,9,77.20870138947465
ENFJ,ESFP,0.6503944748585946,0,2,76.73519950578293
ESTP,INTJ,0.6697102721410146,5,2,94.88603401282246
ENFJ,ISFP,0.5853207590485248,-5,10,88.54563112097145
ENTP,ISTJ,0.8317595908535709,5,10,95.0
ENTP,ISFP,0.8124844693993447,-5,1,82.10446572424328
ESFP,ENTP,0.8845111239356538,5,5,95.0
ISTP,ISTP,0.6453536877569525,-5,9,95.0
ESTJ,ESTP,0.8712286604762993,5,7,95.0
ENTJ,ENTJ,0.6589379936596987,5,5,95.0
ENFJ,ESTJ,0.7945886070691592,5,8,95.0
ESFP,ESTJ,0.8907818867867999,0,3,95.0
INFP,ESTJ,0.5375235712552189,-5,2,58.45179099761462
ESFP,ENFJ,0.759345707963825,5,1,92.820027713736
ISTP,ENTP,0.6959220899039724,10,1,95.0
ISFJ,INFP,0.7584306399926164,5,7,95.0
ENTJ,INFJ,0.8415127542401115,-5,5,95.0
ENTJ,ENTJ,0.7958158902203996,5,7,95.0
ISTJ,ISTP,0.7089906626937781,0,6,95.0
ENFP,ISTJ,0.5453919084881047,-5,5,63.166766165663795
ENTP,ENTP,0.5456509497571325,10,2,90.59053797606104
ESTP,ESTJ,0.8879243472568832,10,4,95.0
ESTJ,ESFP,0.6886166334103335,0,6,95.0
ESTP,ESFP,0.7576257254967144,10,8,95.0
INTJ,INTP,0.6715798388394996,10,7,95.0
INTJ,ESTJ,0.6840565577614661,5,1,89.41220289090926
ESTJ,ESTJ,0.6612214894678992,5,2,88.2445140027795
ISTP,INTP,0.5046999032364444,10,4,90.67416021146889
INTP,ISFJ,0.7534448043402826,-5,3,87.19236451390645
ESTJ,INFP,0.6038298098745343,5,10,95.0
ISTP,ENTJ,0.5495145121781815,-5,5,66.46285870853444
INFP,ISTJ,0.7801480370804605,0,2,88.80952461659682
ESFP,INFJ,0.8971633468392206,0,9,95.0
ENFJ,ISTP,0.8884246027647431,0,10,95.0
INTJ,ISTJ,0.8993310192018109,5,1,95.0
ISFJ,INFP,0.5034860369315,5,9,95.0
ENTP,ENFP,0.8231285969057756,5,7,95.0
ESFP,INTJ,0.6375619904629388,10,5,95.0
ENFP,INFP,0.5317406632851958,0,8,88.16124360399785
ENFJ,ENFP,0.8189161901286937,5,5,95.0
ISTJ,ENFJ,0.7696244490754168,10,4,95.0
ESTJ,ENTP,0.5055318302960173,10,6,95.0
ESTP,ENFJ,0.6915559774282458,10,10,95.0
ESFP,ISFJ,0.8971745050452395,10,3,95.0
ISTJ,INTP,0.7995690338315568,0,2,93.65082424407467
ESTP,ISFP,0.7128338133926986,5,7,95.0
ESTP,ISTP,0.8026019634456814,-5,6,95.0
ENFP,ISFP,0.6980984242396705,5,5,95.0
ESTP,ENTJ,0.778175787629431,5,6,95.0
ENTP,INTP,0.755313652201125,10,10,95.0
ISTJ,ENTP,0.8592031189579069,0,9,95.0
INTP,ESFP,0.5481687704837652,0,7,83.91403631569182
ESTJ,ENFP,0.6807572723423938,10,3,94.77697775251303
ESTP,ESFP,0.7825196068549065,10,4,95.0
ISFJ,ESFP,0.5219692204528014,-5,8,80.6683358965222
ENTJ,INFJ,0.8259749462349499,10,10,95.0
ESFJ,INFP,0.8707648512956682,-5,5,95.0
ISTP,ESTJ,0.5638367052895641,10,5,95.0
INTP,ISFP,0.8915215118872506,-5,8,95.0
ESFJ,INFJ,0.5859192486906868,10,2,94.1728760048635
ESFJ,ENFP,0.5415183469014883,0,8,88.67875752762657
INTP,ESFJ,0.8360812324882038,10,10,95.0
ESFP,ESFP,0.5121445472121486,-5,6,61.267667127216534
ENFJ,INTJ,0.5810265812771105,10,8,95.0
ISTP,ESFJ,0.5607619640532939,0,10,93.06603382386729
